CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0.516393,3,3,3,0.288889,0.290909,26,16,2,0,0,3,7,4,4,4,7,1,0.269841,17,15,4,0,0.278481,22,1,1,0,0,1,46,77,7,1,5,0,3,0,3,0,8,29,0,7,1,57,90,7,1,5,0,4,0,4,0,9,34,0,8,1,false
0,0,0,0,0,0,0,0,1,1,1,3,6,2,7,6,8,0.333333,0.212121,7,4,1,2,0.092105,7,0,0,0,0,0,26,36,2,0,2,0,2,0,2,0,2,14,0,2,0,69,82,2,1,2,1,7,0,7,0,7,27,0,7,0,false
0.07451,1,4,1,0.126316,0.135802,12,11,1,2,2,20,2,2,3,1,11,0.125,0.022988,2,1,1,7,0.022988,2,0,0,0,0,0,85,95,1,5,1,5,10,0,7,1,10,32,0,7,1,85,95,1,5,1,5,10,0,7,1,10,32,0,7,1,false
0.209799,3,6,4,0.172727,0.178161,38,31,4,2,2,8,8,4,4,6,12,0.833333,0.148515,15,13,5,1,0.112745,23,1,1,0,0,1,86,115,11,1,9,0,6,0,5,0,11,52,0,9,1,181,220,11,1,9,0,8,0,7,0,13,105,0,11,1,false
0.183333,1,1,1,0.067073,0.083333,11,10,0,1,1,4,3,5,10,2,5,1,0.428571,15,14,4,0,0.185897,29,0,0,0,0,0,20,38,0,1,0,1,3,0,3,1,3,8,0,3,1,127,164,6,4,4,3,14,0,12,1,19,56,0,16,2,false
0,0,0,0,0,0,0,0,1,5,5,54,17,1,0,39,50,1,0.160121,53,29,3,0,0.138686,57,1,1,0,0,1,278,359,9,7,5,5,11,0,2,0,25,141,0,10,1,354,450,13,10,9,8,22,0,12,0,39,169,0,23,1,false
0,0,0,0,0,0,0,0,3,2,2,34,12,7,8,14,28,0.888889,0.361789,89,72,8,1,0.310263,130,0,0,1,1,0,157,266,4,2,4,2,14,0,8,1,14,72,0,8,1,289,432,4,8,4,8,28,0,22,1,28,114,0,22,1,false
0.400626,4,4,4,0.269461,0.291339,45,37,2,2,2,12,11,2,2,11,16,1,0.131783,17,17,5,0,0.139073,21,1,1,0,0,1,112,149,9,2,7,1,5,0,4,0,10,79,0,8,1,130,167,9,2,7,1,6,0,5,0,11,89,0,9,1,false
0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,1,1,0.764706,13,13,2,0,0.764706,13,0,0,4,4,0,4,8,0,0,0,0,1,0,1,0,1,0,0,1,0,4,8,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0.649315,4,25,5,0.451923,0.626866,94,84,1,5,4,31,9,2,2,15,23,1,0.35514,76,66,9,0,0.35514,76,2,2,0,0,1,138,208,11,7,0,2,8,0,8,1,40,62,1,33,5,138,208,11,7,0,2,8,0,8,1,40,62,1,33,5,false
0.099688,2,8,3,0.106335,0.128571,47,45,3,9,1,37,3,1,1,5,19,1,0.124069,50,34,14,0,0.124069,50,0,0,0,0,0,353,442,15,2,15,2,14,0,13,2,14,129,0,13,2,353,442,15,2,15,2,14,0,13,2,14,129,0,13,2,false
0,0,0,0,0,0,0,0,1,3,3,17,5,4,6,6,12,1,0.173469,17,17,4,0,0.184502,50,0,0,0,0,0,81,102,3,3,3,3,6,0,3,1,6,32,0,3,1,221,274,5,4,5,4,12,0,8,1,12,98,0,8,1,false
0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0.833333,15,14,2,0,0.833333,15,0,0,2,2,0,3,10,0,0,0,0,1,0,1,0,1,0,0,1,0,3,10,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,5,2,4,8,0,5,0.166667,0.466667,7,7,1,5,0.466667,7,0,0,2,2,0,8,8,0,0,0,0,5,0,5,0,5,0,0,5,0,8,8,0,0,0,0,5,0,5,0,5,0,0,5,0,false
0.020973,2,4,2,0.023529,0.032432,12,12,2,2,2,22,8,10,16,9,19,0.9,0.266667,36,36,9,1,0.236364,117,0,0,0,0,0,99,134,2,5,2,5,10,0,9,0,10,43,0,9,0,378,510,24,26,22,11,36,0,24,0,87,144,0,69,3,false
0,0,0,0,0,0,0,0,5,8,4,78,17,32,24,24,68,0.685714,0.466179,255,162,24,11,0.400585,274,1,1,1,1,1,292,586,17,14,17,14,44,5,34,3,44,130,5,34,3,410,714,24,20,24,20,62,6,47,4,62,188,6,47,4,false
0,0,0,0,0,0,0,0,3,9,4,110,21,14,13,33,59,1,0.212349,141,131,22,0,0.18931,170,2,2,0,0,1,523,715,28,16,11,7,26,1,21,3,57,289,6,42,5,728,969,42,21,24,9,43,9,35,3,80,386,15,59,6,false
0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,1,3,0.333333,0.333333,6,6,1,2,0.333333,6,1,1,0,0,1,12,14,0,0,0,0,2,0,2,0,2,2,0,2,0,12,14,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,0,2,0.333333,0.642857,9,9,1,2,0.642857,9,0,0,1,1,0,5,5,0,0,0,0,2,0,2,0,2,0,0,2,0,5,5,0,0,0,0,2,0,2,0,2,0,0,2,0,false
0,0,0,0,0,0,0,0,1,3,2,55,19,2,2,26,44,0.125,0.023364,5,4,1,7,0.02193,5,1,1,0,0,1,209,230,10,3,10,3,18,0,7,0,18,106,0,7,0,223,246,13,8,11,3,20,0,9,0,37,109,0,24,1,false
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.869565,20,20,2,0,0.869565,20,0,0,0,0,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0.290557,2,2,2,0.125874,0.152381,18,16,1,2,2,10,5,3,3,9,15,1,0.164948,16,16,5,0,0.169231,22,0,0,0,0,0,81,113,6,2,6,2,6,0,4,0,6,47,0,4,0,108,143,6,2,6,2,8,0,6,0,8,57,0,6,0,false
0.207254,1,2,1,0.120482,0.166667,10,10,1,2,2,5,5,2,1,3,5,1,0.238095,10,6,3,0,0.168831,13,1,1,0,0,1,32,48,3,0,1,0,2,0,2,0,9,13,0,9,2,64,83,4,0,2,0,5,0,5,0,12,23,0,12,2,false
0.313253,1,6,2,0.201439,0.247788,28,28,1,0,0,7,3,22,30,0,7,0.142857,0.234043,11,11,1,6,0.093023,12,0,0,19,22,0,36,52,2,1,2,1,7,0,6,1,7,13,0,6,1,117,139,2,1,2,1,13,0,10,1,13,52,0,10,1,false
0.098655,1,1,1,0.055866,0.059701,10,8,2,3,3,7,8,4,2,9,12,1,0.123596,11,9,4,0,0.126582,20,1,1,0,0,1,78,107,4,1,2,0,3,0,3,0,8,53,0,7,1,138,179,6,1,4,0,7,0,7,0,12,80,0,11,1,false
0.451216,14,149,34,0.363636,0.481675,396,368,2,7,7,150,2,0,0,13,30,1,0.311229,352,309,14,0,0.313984,357,0,0,0,0,0,779,1088,4,3,4,3,17,0,13,0,17,435,0,13,0,780,1089,7,3,7,3,17,3,13,0,17,435,3,13,0,false
0.081466,1,3,1,0.022321,0.066225,10,10,1,1,1,41,0,1,5,0,19,1,0.645688,277,277,12,0,0.645688,277,0,0,0,0,0,152,448,10,10,10,10,19,1,11,1,19,53,1,11,1,152,448,10,10,10,10,19,1,11,1,19,53,1,11,1,false
0.12446,1,2,2,0.120996,0.12963,34,28,2,3,2,25,11,2,2,19,30,1,0.134454,32,31,11,0,0.140078,36,1,1,0,0,1,206,264,11,1,9,0,11,0,10,0,16,133,0,14,1,221,281,11,1,9,0,12,0,11,0,17,138,0,15,1,false
0.085253,2,2,2,0.04534,0.042071,18,13,3,3,3,36,9,3,3,11,17,1,0.089286,25,20,4,0,0.09375,33,1,1,0,0,1,255,325,11,1,9,0,6,0,3,0,11,151,0,7,1,319,397,13,2,11,1,10,0,6,0,15,183,0,10,1,false
0.283203,3,10,3,0.161017,0.226667,38,34,3,4,3,32,0,3,4,0,17,1,0.412322,87,80,14,0,0.3625,87,0,0,1,1,0,124,205,5,5,5,5,17,0,13,3,17,57,0,13,3,153,236,5,5,5,5,18,0,14,3,18,77,0,14,3,false
0.309168,3,10,3,0.164502,0.241135,38,34,1,3,3,36,0,5,5,0,20,1,0.434783,110,110,17,0,0.434783,110,0,0,1,1,0,143,231,5,8,5,8,20,0,16,4,20,68,0,16,4,143,231,5,8,5,8,20,0,16,4,20,68,0,16,4,false
0.054545,1,2,1,0.066667,0.079365,11,10,2,1,1,15,9,4,4,10,20,1,0.232558,30,27,11,0,0.196319,32,1,1,0,0,1,99,132,5,2,5,2,10,0,10,0,10,53,0,10,0,131,165,6,2,6,2,12,0,12,0,12,60,0,12,0,false
0,0,0,0,0,0,0,0,1,1,1,12,2,9,8,1,8,1,0.333333,31,31,6,0,0.270492,33,0,0,0,0,0,62,92,1,0,1,0,7,0,5,2,7,27,0,5,2,89,121,1,0,1,0,8,0,6,2,8,35,0,6,2,false
0.083026,1,1,1,0.04878,0.043825,16,11,2,3,3,19,6,4,3,4,15,1,0.135246,33,30,4,0,0.133106,39,1,1,0,0,1,211,284,14,3,12,2,11,0,3,0,16,124,0,7,1,254,328,14,3,12,2,14,0,6,0,19,145,0,10,1,false
0,0,0,0,0,0,0,0,3,3,3,36,8,6,4,7,19,1,0.312977,82,70,9,0,0.245283,117,0,0,0,0,0,180,300,10,4,10,4,12,0,8,0,12,97,0,8,0,360,520,14,6,14,6,19,4,13,0,19,173,4,13,0,false
0,0,0,0,0,0,0,0,2,1,1,23,2,14,24,2,15,1,0.433566,62,61,14,0,0.433566,62,1,1,0,0,1,81,141,5,3,5,3,13,0,13,2,13,31,0,13,2,81,141,5,3,5,3,13,0,13,2,13,31,0,13,2,false
0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,2,0.333333,0.444444,4,4,1,2,0.444444,4,0,0,1,1,0,5,6,0,0,0,0,2,0,2,0,2,0,0,2,0,5,6,0,0,0,0,2,0,2,0,2,0,0,2,0,false
0.283163,2,12,4,0.168675,0.222222,56,52,2,2,2,43,4,6,18,5,24,1,0.279152,79,77,20,0,0.25387,82,0,0,1,1,0,204,295,6,6,6,6,19,0,19,4,19,103,0,19,4,241,332,6,6,6,6,22,0,22,5,22,116,0,22,5,false
0,0,0,0,0,0,0,0,1,3,3,25,3,2,6,13,22,1,0.31875,51,50,8,0,0.31875,51,0,0,0,0,0,109,160,1,2,1,2,9,0,7,3,9,48,0,7,3,109,160,1,2,1,2,9,0,7,3,9,48,0,7,3,false
0,0,0,0,0,0,0,0,1,4,3,36,5,19,35,12,29,1,0.431734,117,117,16,0,0.393258,140,0,0,3,3,0,154,289,3,2,3,2,17,0,15,7,17,65,0,15,7,216,372,11,9,5,3,25,0,23,7,44,87,0,42,11,false
0.093284,1,2,2,0.125,0.166667,22,22,1,2,2,6,5,2,2,7,11,1,0.278689,17,17,4,0,0.189349,32,0,0,0,0,0,44,68,3,0,3,0,4,0,3,0,4,24,0,3,0,137,176,6,0,6,0,11,0,10,0,11,64,0,10,0,false
0.068783,2,4,2,0.044025,0.055016,21,17,2,5,4,77,20,10,11,38,53,1,0.27088,120,92,11,0,0.27088,120,1,1,1,1,1,323,477,11,5,1,2,15,0,10,1,33,159,1,26,4,323,477,11,5,1,2,15,0,10,1,33,159,1,26,4,false
0,0,0,0,0,0,0,0,2,2,2,18,4,4,4,4,14,1,0.319149,45,45,10,0,0.27619,58,0,0,0,0,0,96,152,1,4,1,4,10,0,9,2,10,50,0,9,2,152,215,6,7,6,7,17,0,15,2,17,65,0,15,2,false
0,0,0,0,0,0,0,0,1,4,4,23,7,1,0,11,14,1,0.125749,21,10,3,0,0.125749,21,1,1,0,0,1,146,186,3,0,3,0,3,0,2,0,3,69,0,2,0,146,186,3,0,3,0,3,0,2,0,3,69,0,2,0,false
0.054103,1,6,2,0.039761,0.058479,20,20,1,5,4,62,4,7,9,4,13,0.888889,0.257426,104,92,8,1,0.242678,116,0,0,0,0,0,300,421,8,2,8,2,9,0,8,1,9,123,0,8,1,362,503,14,2,14,2,17,3,16,3,17,138,3,16,3,false
0,0,0,0,0,0,0,0,2,5,5,184,4,6,9,3,9,1,0.207386,73,34,7,0,0.207386,73,0,0,0,0,0,279,350,4,0,4,0,6,0,6,0,6,55,0,6,0,279,350,4,0,4,0,6,0,6,0,6,55,0,6,0,false
0,0,0,0,0,0,0,0,1,2,2,8,1,1,1,1,4,0,0,0,0,0,2,0.031915,3,0,0,0,0,0,40,44,0,0,0,0,3,0,1,0,3,20,0,1,0,91,95,0,0,0,0,4,0,2,0,4,49,0,2,0,false
0.031348,1,1,1,0.048851,0.053763,17,15,1,1,1,15,14,5,6,13,23,1,0.198582,28,25,7,0,0.116208,38,1,2,0,0,2,113,160,7,0,7,0,10,0,6,2,10,61,0,6,2,289,348,13,6,8,1,25,0,19,2,41,130,0,31,5,false
0.16895,1,2,2,0.098765,0.115789,24,22,3,4,3,28,17,2,1,26,35,1,0.117318,21,21,7,0,0.130045,29,1,1,0,0,1,158,204,5,0,5,0,9,0,6,0,9,93,0,6,0,194,243,5,1,5,1,11,0,8,0,11,112,0,8,0,false
0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,2,0,0,0,0,0,3,0,0,0,0,2,3,0,5,5,0,0,0,0,2,0,2,0,2,0,0,2,0,5,5,0,0,0,0,2,0,2,0,2,0,0,2,0,false
0,0,0,0,0,0,0,0,1,2,2,7,0,2,2,0,3,0.333333,0.166667,5,5,1,2,0.166667,5,0,0,0,0,0,25,28,1,0,1,0,3,0,2,0,3,7,0,2,0,25,28,1,0,1,0,3,0,2,0,3,7,0,2,0,false
0.182158,2,17,5,0.14095,0.16047,95,82,2,7,5,59,10,3,10,30,47,1,0.179803,73,63,9,0,0.133111,80,1,1,2,2,1,333,451,11,2,9,1,17,0,8,0,22,183,0,12,1,521,674,15,7,13,6,33,0,20,0,38,260,0,24,1,false
0.042087,2,8,3,0.039954,0.049536,35,32,1,3,3,47,20,9,17,19,36,1,0.212575,71,62,14,0,0.180929,148,1,2,0,0,2,263,376,15,6,15,6,17,0,13,1,17,138,0,13,1,670,876,30,10,30,10,39,3,28,1,39,344,3,28,1,false
0,0,0,0,0,0,0,0,2,2,2,14,10,3,3,7,13,1,0.16129,20,15,4,0,0.169082,35,1,1,0,0,1,104,154,8,2,6,1,6,0,3,0,11,74,0,7,1,172,229,8,3,6,2,11,0,7,0,16,104,0,11,1,false
0,0,0,0,0,0,0,0,3,2,2,30,19,5,2,15,24,1,0.134503,23,21,7,0,0.115044,39,1,2,0,0,2,148,202,7,0,7,0,9,0,6,0,9,89,0,6,0,300,369,7,1,7,1,20,0,15,0,20,159,0,15,0,false
0,0,0,0,0,0,0,0,2,1,1,9,1,22,30,0,7,1,0.418367,41,39,8,0,0.401709,47,0,0,8,8,0,57,94,2,0,2,0,7,0,7,2,7,22,0,7,2,70,108,2,0,2,0,9,0,9,2,9,26,0,9,2,false
0,0,0,0,0,0,0,0,1,2,1,12,10,0,0,13,18,1,0.113636,15,13,5,0,0.113636,15,1,1,0,0,1,117,151,7,1,5,0,5,0,4,0,10,80,0,8,1,117,151,7,1,5,0,5,0,4,0,10,80,0,8,1,false
0,0,0,0,0,0,0,0,1,1,1,7,1,3,3,1,7,1,0.632075,67,60,7,0,0.632075,67,0,0,0,0,0,39,103,3,2,3,2,6,0,6,0,6,15,0,6,0,39,103,3,2,3,2,6,0,6,0,6,15,0,6,0,false
0.070513,1,4,2,0.136364,0.132353,24,18,1,2,2,15,2,1,4,2,9,0.833333,0.159509,26,18,5,1,0.159509,26,0,0,0,0,0,137,176,13,0,13,0,7,0,5,0,7,67,0,5,0,137,176,13,0,13,0,7,0,5,0,7,67,0,5,0,false
0,0,0,0,0,0,0,0,5,4,4,48,17,26,46,28,42,1,0.204482,73,60,13,0,0.191646,78,1,1,0,0,1,284,375,21,1,21,1,14,0,12,3,14,164,0,12,3,329,423,21,1,21,1,17,0,15,3,17,181,0,15,3,false
0,0,0,0,0,0,0,0,1,4,1,16,4,3,3,9,16,0.857143,0.115702,14,12,6,1,0.115702,14,1,1,0,0,1,107,136,11,2,9,1,7,0,6,0,12,66,0,10,1,107,136,11,2,9,1,7,0,6,0,12,66,0,10,1,false
0,0,0,0,0,0,0,0,3,0,0,7,5,2,2,5,12,1,0.170732,14,14,7,0,0.202128,19,1,1,1,1,1,68,94,2,1,0,0,7,0,6,0,12,34,0,10,1,75,102,2,1,0,0,8,0,7,0,13,35,0,11,1,false
0,0,0,0,0,0,0,0,3,1,1,9,6,2,2,6,10,1,0.139785,13,11,4,0,0.150442,17,1,1,0,0,1,80,115,7,1,5,0,4,0,3,0,9,52,0,7,1,96,131,7,1,5,0,5,0,4,0,10,59,0,8,1,false
0,0,0,0,0,0,0,0,1,2,2,11,2,1,4,1,6,1,0.214286,15,13,4,0,0.22619,19,0,0,0,0,0,55,79,4,0,4,0,5,0,3,0,5,26,0,3,0,65,90,6,0,6,0,6,0,3,0,6,28,0,3,0,false
0.370411,9,53,12,0.298246,0.348131,170,149,5,7,7,98,1,3,3,0,19,0.705882,0.248705,144,128,12,5,0.248276,144,0,0,0,0,0,435,569,16,3,16,3,19,2,16,0,19,233,2,16,0,436,570,19,3,19,3,19,5,16,0,19,233,5,16,0,false
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0.5,8,8,2,0,0.169355,21,1,1,0,0,1,8,12,0,1,0,1,1,0,1,0,1,2,0,1,0,103,120,3,3,3,2,9,0,8,0,10,40,0,9,0,false
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.268519,29,1,1,0,0,1,8,13,0,1,0,1,1,0,1,0,1,2,0,1,0,79,108,2,5,2,5,13,0,9,0,13,21,0,9,0,false
0.509615,1,2,1,0.3125,0.384615,15,15,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.18,9,1,1,0,0,1,8,11,0,1,0,1,1,0,1,0,1,2,0,1,0,41,48,2,2,2,2,6,0,6,0,6,12,0,6,0,false
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0.466667,7,7,2,0,0.16,40,1,1,0,0,1,8,15,0,1,0,1,1,0,1,0,1,2,0,1,0,210,262,13,4,11,3,20,0,14,1,25,86,0,18,2,false
0.486239,1,2,1,0.319149,0.384615,15,15,0,0,0,1,4,0,0,1,2,1,0.466667,7,7,2,0,0.196078,10,1,1,0,0,1,8,11,0,1,0,1,1,0,1,0,1,2,0,1,0,41,47,2,2,2,2,6,0,6,0,6,12,0,6,0,false
0.574257,2,2,2,0.402778,0.509434,29,27,0,0,0,1,4,0,0,1,2,1,0.384615,5,5,2,0,0.246575,18,1,1,0,0,1,8,12,0,1,0,1,1,0,1,0,1,2,0,1,0,55,72,2,2,2,2,6,0,5,0,6,22,0,5,0,false
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.179775,32,1,1,0,0,1,8,13,0,1,0,1,1,0,1,0,1,2,0,1,0,146,199,8,4,8,4,13,0,12,0,13,60,0,12,0,false
0.5,1,2,1,0.306122,0.384615,15,15,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.18,9,1,1,0,0,1,8,12,0,1,0,1,1,0,1,0,1,2,0,1,0,41,49,2,2,2,2,6,0,6,0,6,12,0,6,0,false
0.695122,2,3,2,0.467742,0.529412,29,27,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.171875,11,1,1,0,0,1,8,12,0,1,0,1,1,0,1,0,1,2,0,1,0,53,62,2,2,2,2,6,0,5,0,6,19,0,5,0,true
0.699386,2,3,2,0.439394,0.55102,29,27,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.25,17,1,1,0,0,1,8,11,0,1,0,1,1,0,1,0,1,2,0,1,0,51,66,2,2,2,2,6,0,5,0,6,19,0,5,0,true
0.695122,2,3,2,0.47619,0.529412,30,27,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.171875,11,1,1,0,0,1,8,12,0,1,0,1,1,0,1,0,1,2,0,1,0,53,63,2,2,2,2,6,0,5,0,6,19,0,5,0,true
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.119266,13,1,1,0,0,1,8,11,0,1,0,1,1,0,1,0,1,2,0,1,0,96,110,4,2,4,2,9,0,8,0,9,39,0,8,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,14,1,0,1,1,0.733333,11,11,2,0,0.733333,11,0,0,13,13,0,4,9,0,1,0,1,1,0,1,0,1,0,0,1,0,4,9,0,1,0,1,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,1,0.384615,5,4,2,0,0.384615,5,0,0,1,1,0,8,9,0,1,0,1,1,0,1,0,1,1,0,1,0,8,9,0,1,0,1,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,3,0,28,3,0,3,1,0.684211,13,13,4,0,0.684211,13,0,0,13,13,0,6,17,0,1,0,1,3,0,3,0,3,0,0,3,0,6,17,0,1,0,1,3,0,3,0,3,0,0,3,0,false
0.58,2,2,2,0.444444,0.5,28,26,0,0,0,1,4,0,0,1,2,1,0.428571,6,6,2,0,0.169231,11,1,1,0,0,1,8,12,0,1,0,1,1,0,1,0,1,2,0,1,0,54,63,2,2,2,2,6,0,6,0,6,22,0,6,0,true
0,0,0,0,0,0,0,0,1,2,2,33,3,6,7,6,20,1,0.204678,35,34,11,0,0.230415,50,0,0,0,0,0,136,173,3,2,3,2,14,0,10,2,14,62,0,10,2,167,214,6,2,6,2,19,0,12,2,19,69,0,12,2,false
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0.5,0.555556,5,5,1,1,0.555556,5,0,0,1,1,0,4,4,0,0,0,0,1,0,1,0,1,0,0,1,0,4,4,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,1,9,5,35,8,4,2,13,23,1,0.200758,53,50,8,0,0.185629,62,0,0,0,0,0,211,286,3,1,3,1,10,0,7,0,10,124,0,7,0,272,361,11,1,11,1,16,0,9,0,16,145,0,9,0,false
0,0,0,0,0,0,0,0,0,2,2,4,9,4,2,7,9,1,0.086957,4,4,2,0,0.08547,20,0,0,0,0,0,42,63,4,1,4,1,2,0,1,0,2,21,0,1,0,214,263,9,4,9,4,13,0,10,0,13,96,0,10,0,false
0.072227,1,4,2,0.054632,0.066007,23,20,1,3,3,15,15,5,5,15,21,1,0.112782,15,13,4,0,0.202046,79,0,0,0,0,0,118,164,5,0,5,0,6,0,3,0,6,62,0,3,0,312,421,14,2,14,2,20,0,12,0,20,145,0,12,0,true
0.056317,1,4,2,0.051724,0.063584,24,22,1,4,4,30,19,10,6,28,41,1,0.231884,64,55,12,0,0.181818,80,1,3,0,0,3,212,313,11,5,11,5,13,0,11,0,15,101,0,13,1,360,464,11,5,11,5,20,0,18,0,22,162,0,20,1,true
0,0,0,0,0,0,0,0,0,0,0,8,0,6,6,0,8,0.444444,0.633333,19,19,4,5,0.633333,19,0,0,1,1,0,11,28,0,3,0,3,8,0,8,1,8,0,0,8,1,11,28,0,3,0,3,8,0,8,1,8,0,0,8,1,false
0,0,0,0,0,0,0,0,1,0,0,7,5,3,3,4,9,1,0.2125,17,17,5,0,0.204082,30,0,0,0,0,0,63,84,8,1,8,1,5,2,4,1,5,19,2,4,1,117,144,9,1,9,1,8,2,6,1,8,42,2,6,1,false
0,0,0,0,0,0,0,0,1,4,4,11,4,3,5,3,8,1,0.294872,23,20,6,0,0.169591,29,1,1,2,2,1,55,79,2,3,2,3,5,0,5,0,6,23,0,6,0,142,175,8,3,8,3,10,1,8,1,11,55,1,9,1,false
0,0,0,0,0,0,0,0,2,2,2,10,6,1,2,10,13,1,0.3625,29,15,4,0,0.224638,31,2,2,0,0,1,51,82,3,3,1,0,3,0,3,0,8,26,0,8,0,107,146,11,6,7,3,10,0,10,1,15,42,2,15,1,false
0,0,0,0,0,0,0,0,1,3,3,15,6,2,1,7,10,0.666667,0.20202,20,12,2,1,0.156425,28,1,1,0,0,1,79,108,2,1,2,1,3,0,2,0,3,44,0,2,0,151,189,7,1,7,1,7,0,5,1,7,69,0,5,1,false
0,0,0,0,0,0,0,0,0,0,0,2,2,16,1,0,2,1,0.783784,29,29,3,0,0.272189,46,0,0,8,8,0,8,55,2,0,2,0,2,2,2,0,2,0,2,2,0,123,190,5,0,5,0,22,2,21,0,22,22,2,21,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,0,1,1,0.727273,16,16,2,0,0.727273,16,0,0,4,6,0,6,18,0,0,0,0,1,0,1,0,1,0,0,1,0,6,18,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,8,0,0,8,7,1,0,4,12,0,0,0,0,0,9,0,0,0,0,0,0,0,57,64,0,0,0,0,8,0,8,0,8,8,0,8,0,57,64,0,0,0,0,8,0,8,0,8,8,0,8,0,false
0,0,0,0,0,0,0,0,1,2,1,11,6,1,2,5,9,1,0.193548,12,12,3,0,0.193548,12,2,2,0,0,1,50,59,3,4,1,1,4,0,2,0,9,19,0,7,0,50,59,3,4,1,1,4,0,2,0,9,19,0,7,0,false
0,0,0,0,0,0,0,0,1,2,2,15,4,1,4,3,8,1,0.289157,24,22,5,0,0.266667,36,1,1,0,0,1,59,84,5,0,5,0,5,0,4,0,5,21,0,4,0,99,135,6,0,6,0,8,1,7,1,8,31,1,7,1,false
0,0,0,0,0,0,0,0,1,3,3,7,4,1,0,1,2,0.5,0.395833,19,17,1,1,0.395833,19,1,1,0,0,1,29,34,0,0,0,0,1,0,1,0,1,18,0,1,0,29,34,0,0,0,0,1,0,1,0,1,18,0,1,0,false
0,0,0,0,0,0,0,0,6,4,4,45,6,18,29,6,27,0.95,0.427793,157,153,19,1,0.427793,157,0,0,2,4,0,210,386,10,3,10,3,21,1,19,3,21,95,1,19,3,210,386,10,3,10,3,21,1,19,3,21,95,1,19,3,false
0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,2,0.333333,0.333333,6,6,1,2,0.333333,6,1,1,0,0,1,12,14,1,1,1,1,2,0,2,0,2,2,0,2,0,12,14,1,1,1,1,2,0,2,0,2,2,0,2,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,1,0.5,0.5,4,4,1,1,0.5,4,0,0,3,5,0,4,4,0,1,0,1,1,0,1,0,1,0,0,1,0,4,4,0,1,0,1,1,0,1,0,1,0,0,1,0,false
0.457184,6,29,7,0.342262,0.450893,115,101,1,5,4,56,11,2,0,21,31,1,0.272727,87,60,5,0,0.272727,87,1,1,1,1,1,232,336,11,4,1,1,10,0,4,0,27,113,1,19,3,232,336,11,4,1,1,10,0,4,0,27,113,1,19,3,false
0,0,0,0,0,0,0,0,1,3,3,14,5,3,4,5,10,1,0.355372,43,36,5,0,0.404255,76,0,0,0,0,0,78,122,0,4,0,4,5,0,4,0,5,30,0,4,0,112,187,3,6,3,6,9,0,8,0,9,42,0,8,0,false
0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,0,4,0.6,0.477273,21,12,3,2,0.477273,21,1,1,0,0,1,23,40,1,3,1,3,4,0,4,0,4,7,0,4,0,23,40,1,3,1,3,4,0,4,0,4,7,0,4,0,false
